0,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/8925/Alc%c3%a1ntara%20Farro%20In%c3%a9s%20Corina.pdf
1,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/7878/Flores%20Maco%2c%20Nadia%20Katherine.pdf
2,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/8707/Chero%20Mego%20Mirelly%20Judith.pdf
3,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/8006/Piscoya%20S%c3%a1nchez%20Katherine%20Jazmin.pdf
4,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/8080/Flores%20Alvarez%20Iris%20Mariella.pdf
5,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/7763/Pisfil%20Olivares%2c%20Sarita%20Del%20Pilar.pdf
6,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/8669/Aguilar%20Paredes%20Manuel%20Fernando.pdf
7,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/9004/Araujo%20Torres%20Estefani%20Elizabeth.pdf
8,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/7782/Danielle%20Vieira%20de%20Oliveira.pdf
9,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/8184/Marlene%20Salas%20Bejarano.pdf
10,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/8925/Alc%c3%a1ntara%20Farro%20In%c3%a9s%20Corina.pdf
11,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/7878/Flores%20Maco%2c%20Nadia%20Katherine.pdf
12,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/8707/Chero%20Mego%20Mirelly%20Judith.pdf
13,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/8006/Piscoya%20S%c3%a1nchez%20Katherine%20Jazmin.pdf
14,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/8080/Flores%20Alvarez%20Iris%20Mariella.pdf
15,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/7763/Pisfil%20Olivares%2c%20Sarita%20Del%20Pilar.pdf
16,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/8669/Aguilar%20Paredes%20Manuel%20Fernando.pdf
17,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/9004/Araujo%20Torres%20Estefani%20Elizabeth.pdf
18,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/7782/Danielle%20Vieira%20de%20Oliveira.pdf
19,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/8184/Marlene%20Salas%20Bejarano.pdf
20,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/8623/Becerra%20Abad%20Denisse.pdf
21,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/7510/Canchari%20Flores%2c%20Yanet.pdf
22,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/8388/Correa%20Balcazar%2c%20Edilberto.pdf
23,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/8569/Lozada%20Llatas%20Mary%20Karla%20Isabel.pdf
24,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/8806/Karito%20Elizabeth%20Collazos%20Meza.pdf
25,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/7766/Bances%20Goicochea%2c%20Rosa.pdf
26,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/7869/Ram%c3%adrez%20Contreras%2c%20Sinecio%20Arcadio.pdf
